,YYYY,MM,DD,HH,TEMP_C,RH_PERC, VPD_HPA,WDSPD_KPH,PREC_MM,SNOWD_M,FFMC,DMC,DC,BUI,ISI,FWI,OBSMINUTEDIFFTEMP,OBSMINUTEDIFFRH,OBSMINUTEDIFFWDSPD,OBSMINUTEDIFFPREC,OBSMINUTEDIFFSNOW,HH_format,time
40882,2021,8,31,2,23.884,20.656,23.521,11.192,0.0,0.0,96.491,,,,18.629,59.111,5.0,5.0,5.0,5,,02,2021-08-31 02:00:00
40883,2021,8,31,3,24.094,20.403,23.903,12.685,0.0,0.0,96.357,,,,19.726,61.212,5.0,5.0,5.0,5,,03,2021-08-31 03:00:00
40884,2021,8,31,4,25.0,19.323,25.569,14.394,0.0,0.0,96.275,,,,21.264,64.069,5.0,5.0,5.0,5,,04,2021-08-31 04:00:00
40885,2021,8,31,5,23.634,20.975,23.083,14.324,0.0,0.0,96.138,,,,20.801,63.22,5.0,5.0,5.0,5,,05,2021-08-31 05:00:00
40886,2021,8,31,6,23.926,20.522,23.625,12.178,0.0,0.0,96.037,,,,18.416,58.696,5.0,5.0,5.0,5,,06,2021-08-31 06:00:00
40887,2021,8,31,7,26.283,19.519,27.521,9.002,0.0,0.0,96.011,,,,15.636,53.059,5.0,5.0,5.0,5,,07,2021-08-31 07:00:00
40888,2021,8,31,8,27.236,18.886,29.36,11.29,0.0,0.0,96.011,,,,17.547,56.98,5.0,5.0,5.0,5,,08,2021-08-31 08:00:00
40889,2021,8,31,9,29.069,15.545,33.958,13.118,0.0,0.0,96.011,,,,19.24,60.29,5.0,5.0,5.0,5,,09,2021-08-31 09:00:00
40890,2021,8,31,10,30.814,11.202,39.505,11.452,0.0,0.0,96.282,,,,18.351,58.568,5.0,5.0,5.0,5,,10,2021-08-31 10:00:00
40891,2021,8,31,11,32.063,9.4232,43.233,16.832,0.0,0.0,96.668,,,,25.35,71.216,5.0,5.0,5.0,5,,11,2021-08-31 11:00:00
40892,2021,8,31,12,32.0,9.7851,42.907,16.283,0.0,0.0,96.929,784.1,1170.9,773.43,25.534,71.524,5.0,5.0,5.0,5,,12,2021-08-31 12:00:00
40893,2021,8,31,13,31.933,9.8897,42.693,14.807,0.0,0.0,97.11,,,,24.286,69.411,5.0,5.0,5.0,5,,13,2021-08-31 13:00:00
40894,2021,8,31,14,31.809,12.486,41.15,11.054,0.0,0.0,97.11,,,,20.102,61.92,5.0,5.0,5.0,5,,14,2021-08-31 14:00:00
40895,2021,8,31,15,31.864,13.171,40.962,10.261,0.0,0.0,97.11,,,,19.314,60.429,5.0,5.0,5.0,5,,15,2021-08-31 15:00:00
40896,2021,8,31,16,30.962,13.631,38.717,11.404,0.0,0.0,97.11,,,,20.459,62.588,5.0,5.0,5.0,5,,16,2021-08-31 16:00:00
40897,2021,8,31,17,29.853,15.063,35.765,9.4765,0.0,0.0,97.11,,,,18.565,58.987,5.0,5.0,5.0,5,,17,2021-08-31 17:00:00
40898,2021,8,31,18,26.816,22.095,27.469,7.8411,0.0,0.0,96.918,,,,16.663,55.193,5.0,5.0,5.0,5,,18,2021-08-31 18:00:00
40899,2021,8,31,19,23.885,25.553,22.074,9.2787,0.0,0.0,96.608,,,,17.185,56.253,5.0,5.0,5.0,5,,19,2021-08-31 19:00:00
40900,2021,8,31,20,22.008,30.809,18.313,11.086,0.0,0.0,96.144,,,,17.684,57.252,5.0,5.0,5.0,5,,20,2021-08-31 20:00:00
40901,2021,8,31,21,20.687,29.206,17.291,9.2195,0.0,0.0,95.791,,,,15.345,52.444,5.0,5.0,5.0,5,,21,2021-08-31 21:00:00
40902,2021,8,31,22,20.009,34.265,15.391,10.918,0.0,0.0,95.314,,,,15.666,53.123,5.0,5.0,5.0,5,,22,2021-08-31 22:00:00
40903,2021,8,31,23,21.112,29.796,17.586,7.6936,0.0,0.0,95.05,,,,12.845,46.908,5.0,5.0,5.0,5,,23,2021-08-31 23:00:00
40904,2021,9,1,0,22.094,22.04,20.732,12.723,0.0,0.0,94.997,,,,16.43,54.714,5.0,5.0,5.0,5,,00,2021-09-01 00:00:00
40905,2021,9,1,1,22.047,17.999,21.758,10.758,0.0,0.0,94.997,,,,14.882,51.45,5.0,5.0,5.0,5,,01,2021-09-01 01:00:00
40906,2021,9,1,2,21.276,16.436,21.169,9.2581,0.0,0.0,94.997,,,,13.798,49.072,5.0,5.0,5.0,5,,02,2021-09-01 02:00:00
40907,2021,9,1,3,20.205,15.213,20.107,10.731,0.0,0.0,94.997,,,,14.861,51.407,5.0,5.0,5.0,5,,03,2021-09-01 03:00:00
40908,2021,9,1,4,20.024,15.498,19.806,9.0029,0.0,0.0,94.997,,,,13.622,48.677,5.0,5.0,5.0,5,,04,2021-09-01 04:00:00
40909,2021,9,1,5,18.683,17.231,17.851,8.583,0.0,0.0,94.997,,,,13.337,48.033,5.0,5.0,5.0,5,,05,2021-09-01 05:00:00
40910,2021,9,1,6,18.211,17.227,17.339,9.1831,0.0,0.0,94.997,,,,13.746,48.956,5.0,5.0,5.0,5,,06,2021-09-01 06:00:00
40911,2021,9,1,7,18.965,24.394,16.589,14.317,0.0,0.0,94.847,,,,17.441,56.768,5.0,5.0,5.0,5,,07,2021-09-01 07:00:00
40912,2021,9,1,8,21.249,24.143,19.183,10.676,0.0,0.0,94.757,,,,14.339,50.269,5.0,5.0,5.0,5,,08,2021-09-01 08:00:00
40913,2021,9,1,9,24.009,20.481,23.745,10.901,0.0,0.0,94.757,,,,14.502,50.626,5.0,5.0,5.0,5,,09,2021-09-01 09:00:00
40914,2021,9,1,10,23.87,24.318,22.403,13.256,0.0,0.0,94.709,,,,16.223,54.285,5.0,5.0,5.0,5,,10,2021-09-01 10:00:00
40915,2021,9,1,11,24.291,20.541,24.147,12.478,0.0,0.0,94.709,,,,15.599,52.981,5.0,5.0,5.0,5,,11,2021-09-01 11:00:00
40916,2021,9,1,12,24.861,21.47,24.698,12.942,0.0,0.0,94.709,787.73,1177.1,776.99,15.968,53.755,5.0,5.0,5.0,5,,12,2021-09-01 12:00:00
40917,2021,9,1,13,24.96,19.805,25.36,17.214,0.0,0.0,94.709,,,,19.804,61.36,5.0,5.0,5.0,5,,13,2021-09-01 13:00:00
40918,2021,9,1,14,25.235,21.852,25.135,8.9423,0.0,0.0,94.709,,,,13.054,47.388,5.0,5.0,5.0,5,,14,2021-09-01 14:00:00
40919,2021,9,1,15,26.893,18.892,28.757,11.075,0.0,0.0,94.709,,,,14.534,50.697,5.0,5.0,5.0,5,,15,2021-09-01 15:00:00
40920,2021,9,1,16,25.76,23.06,25.52,12.024,0.0,0.0,94.709,,,,15.246,52.233,5.0,5.0,5.0,5,,16,2021-09-01 16:00:00
40921,2021,9,1,17,23.938,25.825,22.051,13.097,0.0,0.0,94.63,,,,15.919,53.652,5.0,5.0,5.0,5,,17,2021-09-01 17:00:00
40922,2021,9,1,18,21.753,36.687,16.505,7.2639,0.0,0.0,94.272,,,,11.293,43.222,5.0,5.0,5.0,5,,18,2021-09-01 18:00:00
40923,2021,9,1,19,18.977,46.381,11.765,1.3765,0.0,0.0,93.809,,,,7.8736,34.181,5.0,5.0,5.0,5,,19,2021-09-01 19:00:00
40924,2021,9,1,20,18.028,52.298,9.8721,6.4773,0.0,0.0,93.132,,,,9.2639,38.034,5.0,5.0,5.0,5,,20,2021-09-01 20:00:00
40925,2021,9,1,21,17.994,46.005,11.15,0.13051,0.0,0.0,92.836,,,,6.4549,29.925,5.0,5.0,5.0,5,,21,2021-09-01 21:00:00
40926,2021,9,1,22,18.274,47.386,11.067,0.0,0.0,0.0,92.562,,,,6.1708,29.025,5.0,5.0,5.0,5,,22,2021-09-01 22:00:00
40927,2021,9,1,23,17.765,48.449,10.498,8.1308,0.0,0.0,92.114,,,,8.726,36.576,5.0,5.0,5.0,5,,23,2021-09-01 23:00:00
40928,2021,9,2,0,17.92,46.838,10.919,0.78974,0.0,0.0,91.856,,,,5.8118,27.863,5.0,5.0,5.0,5,,00,2021-09-02 00:00:00
40929,2021,9,2,1,18.571,36.395,13.673,7.5984,0.0,0.0,91.773,,,,8.0958,34.815,5.0,5.0,5.0,5,,01,2021-09-02 01:00:00
40930,2021,9,2,2,19.234,27.122,16.232,8.9888,0.0,0.0,91.773,,,,8.6833,36.458,5.0,5.0,5.0,5,,02,2021-09-02 02:00:00
40931,2021,9,2,3,18.027,29.618,14.567,11.188,0.0,0.0,91.773,,,,9.7011,39.192,5.0,5.0,5.0,5,,03,2021-09-02 03:00:00
40932,2021,9,2,4,17.749,30.151,14.215,7.4711,0.0,0.0,91.773,,,,8.044,34.668,5.0,5.0,5.0,5,,04,2021-09-02 04:00:00
40933,2021,9,2,5,18.843,28.031,15.683,0.0,0.0,0.0,91.773,,,,5.5204,26.897,5.0,5.0,5.0,5,,05,2021-09-02 05:00:00
40934,2021,9,2,6,18.272,31.159,14.475,0.0088056,0.0,0.0,91.773,,,,5.5229,26.905,5.0,5.0,5.0,5,,06,2021-09-02 06:00:00
40935,2021,9,2,7,19.338,31.965,15.273,0.0078742,0.0,0.0,91.773,,,,5.5226,26.904,5.0,5.0,5.0,5,,07,2021-09-02 07:00:00
40936,2021,9,2,8,20.451,33.705,16.008,0.0,0.0,0.0,91.773,,,,5.5204,26.897,5.0,5.0,5.0,5,,08,2021-09-02 08:00:00
40937,2021,9,2,9,23.058,24.283,21.344,8.0674,0.0,0.0,91.948,,,,8.4968,35.942,5.0,5.0,5.0,5,,09,2021-09-02 09:00:00
40938,2021,9,2,10,23.914,25.544,22.108,7.2898,0.0,0.0,92.073,,,,8.3156,35.436,5.0,5.0,5.0,5,,10,2021-09-02 10:00:00
40939,2021,9,2,11,25.194,19.423,25.865,11.828,0.0,0.0,92.497,,,,11.096,42.737,5.0,5.0,5.0,5,,11,2021-09-02 11:00:00
40940,2021,9,2,12,25.8,18.669,27.036,14.699,0.0,0.0,92.918,791.63,1183.4,780.8,13.605,48.639,5.0,5.0,5.0,5,,12,2021-09-02 12:00:00
40941,2021,9,2,13,26.442,19.04,27.939,15.519,0.0,0.0,93.268,,,,14.89,51.468,5.0,5.0,5.0,5,,13,2021-09-02 13:00:00
40942,2021,9,2,14,27.233,19.687,29.011,16.594,0.0,0.0,93.55,,,,16.351,54.55,5.0,5.0,5.0,5,,14,2021-09-02 14:00:00
40943,2021,9,2,15,26.153,20.842,26.872,9.2708,0.0,0.0,93.66,,,,11.479,43.675,5.0,5.0,5.0,5,,15,2021-09-02 15:00:00
40944,2021,9,2,16,24.942,22.301,24.54,5.4688,0.0,0.0,93.66,,,,9.4778,38.604,5.0,5.0,5.0,5,,16,2021-09-02 16:00:00
40945,2021,9,2,17,24.774,24.247,23.699,11.425,0.0,0.0,93.66,,,,12.796,46.795,5.0,5.0,5.0,5,,17,2021-09-02 17:00:00
40946,2021,9,2,18,22.719,27.474,20.04,5.5158,0.0,0.0,93.645,,,,9.4803,38.61,5.0,5.0,5.0,5,,18,2021-09-02 18:00:00
40947,2021,9,2,19,19.924,32.609,15.694,7.5923,0.0,0.0,93.476,,,,10.282,40.694,5.0,5.0,5.0,5,,19,2021-09-02 19:00:00
40948,2021,9,2,20,20.001,32.457,15.807,0.092573,0.0,0.0,93.389,,,,6.9607,31.485,5.0,5.0,5.0,5,,20,2021-09-02 20:00:00
40949,2021,9,2,21,19.999,32.431,15.811,1.617,0.0,0.0,93.285,,,,7.4083,32.825,5.0,5.0,5.0,5,,21,2021-09-02 21:00:00
40950,2021,9,2,22,20.034,29.829,16.455,4.1321,0.0,0.0,93.223,,,,8.3372,35.497,5.0,5.0,5.0,5,,22,2021-09-02 22:00:00
40951,2021,9,2,23,18.198,36.28,13.341,7.2132,0.0,0.0,92.999,,,,9.4369,38.495,5.0,5.0,5.0,5,,23,2021-09-02 23:00:00
40952,2021,9,3,0,18.034,36.695,13.108,6.8867,0.0,0.0,92.789,,,,9.0137,37.361,5.0,5.0,5.0,5,,00,2021-09-03 00:00:00
40953,2021,9,3,1,18.016,36.874,13.056,7.2016,0.0,0.0,92.595,,,,8.9113,37.083,5.0,5.0,5.0,5,,01,2021-09-03 01:00:00
40954,2021,9,3,2,18.945,32.348,14.825,5.5024,0.0,0.0,92.53,,,,8.1059,34.844,5.0,5.0,5.0,5,,02,2021-09-03 02:00:00
40955,2021,9,3,3,18.334,33.064,14.124,11.308,0.0,0.0,92.436,,,,10.717,41.795,5.0,5.0,5.0,5,,03,2021-09-03 03:00:00
40956,2021,9,3,4,18.795,29.959,15.213,8.1195,0.0,0.0,92.426,,,,9.1139,37.631,5.0,5.0,5.0,5,,04,2021-09-03 04:00:00
40957,2021,9,3,5,17.657,28.323,14.494,11.193,0.0,0.0,92.426,,,,10.64,41.602,5.0,5.0,5.0,5,,05,2021-09-03 05:00:00
40958,2021,9,3,6,17.787,26.033,15.07,9.589,0.0,0.0,92.426,,,,9.8144,39.488,5.0,5.0,5.0,5,,06,2021-09-03 06:00:00
40959,2021,9,3,7,19.149,26.264,16.369,7.5153,0.0,0.0,92.426,,,,8.8406,36.89,5.0,5.0,5.0,5,,07,2021-09-03 07:00:00
40960,2021,9,3,8,22.308,24.992,20.225,4.3744,0.0,0.0,92.445,,,,7.5667,33.29,5.0,5.0,5.0,5,,08,2021-09-03 08:00:00
40961,2021,9,3,9,24.118,23.522,22.988,5.7904,0.0,0.0,92.565,,,,8.2651,35.294,5.0,5.0,5.0,5,,09,2021-09-03 09:00:00
40962,2021,9,3,10,25.056,22.396,24.668,9.7702,0.0,0.0,92.753,,,,10.37,40.919,5.0,5.0,5.0,5,,10,2021-09-03 10:00:00
40963,2021,9,3,11,27.065,16.654,29.843,12.415,0.0,0.0,93.269,,,,12.736,46.657,5.0,5.0,5.0,5,,11,2021-09-03 11:00:00
40964,2021,9,3,12,27.214,13.699,31.179,10.82,0.0,0.0,93.829,795.98,1190.0,785.06,12.705,46.586,5.0,5.0,5.0,5,,12,2021-09-03 12:00:00
40965,2021,9,3,13,28.008,13.991,32.54,13.472,0.0,0.0,94.314,,,,15.531,52.838,5.0,5.0,5.0,5,,13,2021-09-03 13:00:00
40966,2021,9,3,14,27.932,14.027,32.377,9.3861,0.0,0.0,94.669,,,,13.275,47.894,5.0,5.0,5.0,5,,14,2021-09-03 14:00:00
40967,2021,9,3,15,27.876,12.977,32.665,6.6757,0.0,0.0,94.989,,,,12.1,45.166,5.0,5.0,5.0,5,,15,2021-09-03 15:00:00
40968,2021,9,3,16,28.059,11.923,33.416,9.8089,0.0,0.0,95.325,,,,14.837,51.354,5.0,5.0,5.0,5,,16,2021-09-03 16:00:00
40969,2021,9,3,17,26.868,12.88,30.838,9.6242,0.0,0.0,95.499,,,,15.051,51.815,5.0,5.0,5.0,5,,17,2021-09-03 17:00:00
40970,2021,9,3,18,24.802,14.769,26.711,5.9575,0.0,0.0,95.499,,,,12.512,46.136,5.0,5.0,5.0,5,,18,2021-09-03 18:00:00
40971,2021,9,3,19,24.046,19.228,24.181,4.039,0.0,0.0,95.497,,,,11.356,43.375,5.0,5.0,5.0,5,,19,2021-09-03 19:00:00
40972,2021,9,3,20,23.025,20.019,22.52,0.0,0.0,0.0,95.482,,,,9.2457,37.985,5.0,5.0,5.0,5,,20,2021-09-03 20:00:00
40973,2021,9,3,21,23.044,20.067,22.527,1.2016,0.0,0.0,95.46,,,,9.7942,39.435,5.0,5.0,5.0,5,,21,2021-09-03 21:00:00
40974,2021,9,3,22,20.644,25.13,18.24,10.939,0.0,0.0,95.275,,,,15.6,52.982,5.0,5.0,5.0,5,,22,2021-09-03 22:00:00
40975,2021,9,3,23,19.939,26.245,17.185,11.807,0.0,0.0,95.07,,,,15.846,53.501,5.0,5.0,5.0,5,,23,2021-09-03 23:00:00
40976,2021,9,4,0,20.145,23.918,17.955,7.214,0.0,0.0,94.96,,,,12.385,45.837,5.0,5.0,5.0,5,,00,2021-09-04 00:00:00
40977,2021,9,4,1,20.812,23.57,18.819,1.353,0.0,0.0,94.899,,,,9.1408,37.704,5.0,5.0,5.0,5,,01,2021-09-04 01:00:00
40978,2021,9,4,2,19.832,26.435,17.03,9.1895,0.0,0.0,94.738,,,,13.269,47.88,5.0,5.0,5.0,5,,02,2021-09-04 02:00:00
40979,2021,9,4,3,21.876,21.526,20.613,7.3243,0.0,0.0,94.726,,,,12.06,45.071,5.0,5.0,5.0,5,,03,2021-09-04 03:00:00
40980,2021,9,4,4,21.859,22.099,20.447,10.905,0.0,0.0,94.702,,,,14.397,50.398,5.0,5.0,5.0,5,,04,2021-09-04 04:00:00
40981,2021,9,4,5,19.896,26.356,17.116,9.2625,0.0,0.0,94.562,,,,13.001,47.267,5.0,5.0,5.0,5,,05,2021-09-04 05:00:00
40982,2021,9,4,6,19.926,26.297,17.164,10.328,0.0,0.0,94.434,,,,13.478,48.353,5.0,5.0,5.0,5,,06,2021-09-04 06:00:00
40983,2021,9,4,7,20.338,25.683,17.801,8.0172,0.0,0.0,94.344,,,,11.848,44.565,5.0,5.0,5.0,5,,07,2021-09-04 07:00:00
40984,2021,9,4,8,24.167,20.285,24.008,3.7233,0.0,0.0,94.344,,,,9.5427,38.775,5.0,5.0,5.0,5,,08,2021-09-04 08:00:00
40985,2021,9,4,9,26.284,17.934,28.074,0.0,0.0,0.0,94.409,,,,7.9812,34.489,5.0,5.0,5.0,5,,09,2021-09-04 09:00:00
40986,2021,9,4,10,26.947,18.35,29.027,7.5816,0.0,0.0,94.492,,,,11.829,44.52,5.0,5.0,5.0,5,,10,2021-09-04 10:00:00
40987,2021,9,4,11,28.239,15.962,32.239,10.735,0.0,0.0,94.729,,,,14.327,50.244,5.0,5.0,5.0,5,,11,2021-09-04 11:00:00
40988,2021,9,4,12,28.244,15.967,32.241,10.295,0.0,0.0,94.916,800.37,1196.8,789.35,14.377,50.353,5.0,5.0,5.0,5,,12,2021-09-04 12:00:00
40989,2021,9,4,13,29.29,15.033,34.634,9.1183,0.0,0.0,95.148,,,,13.987,49.494,5.0,5.0,5.0,5,,13,2021-09-04 13:00:00
40990,2021,9,4,14,30.13,14.036,36.747,10.746,0.0,0.0,95.424,,,,15.765,53.331,5.0,5.0,5.0,5,,14,2021-09-04 14:00:00
40991,2021,9,4,15,29.997,14.389,36.331,8.3472,0.0,0.0,95.607,,,,14.323,50.234,5.0,5.0,5.0,5,,15,2021-09-04 15:00:00
40992,2021,9,4,16,30.004,14.417,36.332,10.522,0.0,0.0,95.755,,,,16.305,54.455,5.0,5.0,5.0,5,,16,2021-09-04 16:00:00
40993,2021,9,4,17,29.769,14.619,35.777,5.4286,0.0,0.0,95.841,,,,12.764,46.721,5.0,5.0,5.0,5,,17,2021-09-04 17:00:00
40994,2021,9,4,18,27.935,16.248,31.54,9.5757,0.0,0.0,95.841,,,,15.73,53.257,5.0,5.0,5.0,5,,18,2021-09-04 18:00:00
40995,2021,9,4,19,25.956,18.254,27.415,0.18746,0.0,0.0,95.841,,,,9.8012,39.454,5.0,5.0,5.0,5,,19,2021-09-04 19:00:00
40996,2021,9,4,20,25.106,19.186,25.753,0.0,0.0,0.0,95.833,,,,9.6986,39.185,5.0,5.0,5.0,5,,20,2021-09-04 20:00:00
40997,2021,9,4,21,23.861,20.694,23.491,1.0629,0.0,0.0,95.789,,,,10.171,40.411,5.0,5.0,5.0,5,,21,2021-09-04 21:00:00
40998,2021,9,4,22,23.134,21.619,22.22,6.7714,0.0,0.0,95.701,,,,13.399,48.176,5.0,5.0,5.0,5,,22,2021-09-04 22:00:00
40999,2021,9,4,23,23.158,21.57,22.245,10.729,0.0,0.0,95.612,,,,16.159,54.153,5.0,5.0,5.0,5,,23,2021-09-04 23:00:00
41000,2021,9,5,0,22.099,23.008,20.484,9.6238,0.0,0.0,95.486,,,,15.025,51.759,5.0,5.0,5.0,5,,00,2021-09-05 00:00:00
41001,2021,9,5,1,22.755,22.124,21.581,6.0212,0.0,0.0,95.412,,,,12.404,45.883,5.0,5.0,5.0,5,,01,2021-09-05 01:00:00
41002,2021,9,5,2,22.026,23.124,20.371,12.846,0.0,0.0,95.293,,,,17.215,56.313,5.0,5.0,5.0,5,,02,2021-09-05 02:00:00
41003,2021,9,5,3,20.32,25.354,17.86,11.762,0.0,0.0,95.113,,,,15.903,53.62,5.0,5.0,5.0,5,,03,2021-09-05 03:00:00
41004,2021,9,5,4,20.473,23.384,18.547,12.556,0.0,0.0,94.999,,,,16.297,54.438,5.0,5.0,5.0,5,,04,2021-09-05 04:00:00
41005,2021,9,5,5,22.737,19.211,22.36,9.0828,0.0,0.0,94.999,,,,13.68,48.808,5.0,5.0,5.0,5,,05,2021-09-05 05:00:00
41006,2021,9,5,6,22.082,20.144,21.234,10.736,0.0,0.0,94.994,,,,14.859,51.4,5.0,5.0,5.0,5,,06,2021-09-05 06:00:00
41007,2021,9,5,7,23.183,17.382,23.486,8.9241,0.0,0.0,94.994,,,,13.562,48.542,5.0,5.0,5.0,5,,07,2021-09-05 07:00:00
41008,2021,9,5,8,26.255,13.464,29.55,5.4347,0.0,0.0,95.167,,,,11.648,44.083,5.0,5.0,5.0,5,,08,2021-09-05 08:00:00
41009,2021,9,5,9,29.023,13.582,34.664,1.9599,0.0,0.0,95.372,,,,10.054,40.11,5.0,5.0,5.0,5,,09,2021-09-05 09:00:00
41010,2021,9,5,10,29.987,12.8,36.987,9.2055,0.0,0.0,95.654,,,,15.051,51.815,5.0,5.0,5.0,5,,10,2021-09-05 10:00:00
41011,2021,9,5,11,31.112,11.491,40.023,7.791,0.0,0.0,95.984,,,,14.657,50.964,5.0,5.0,5.0,5,,11,2021-09-05 11:00:00
41012,2021,9,5,12,32.096,11.081,42.512,4.7431,0.0,0.0,96.283,805.62,1204.3,794.48,13.089,47.469,5.0,5.0,5.0,5,,12,2021-09-05 12:00:00
41013,2021,9,5,13,31.945,11.112,42.137,8.3915,0.0,0.0,96.529,,,,16.26,54.363,5.0,5.0,5.0,5,,13,2021-09-05 13:00:00
41014,2021,9,5,14,32.974,9.0708,45.686,9.1928,0.0,0.0,96.878,,,,17.744,57.371,5.0,5.0,5.0,5,,14,2021-09-05 14:00:00
41015,2021,9,5,15,32.999,8.2985,46.138,8.6719,0.0,0.0,97.188,,,,18.013,57.904,5.0,5.0,5.0,5,,15,2021-09-05 15:00:00
41016,2021,9,5,16,33.053,9.0113,45.912,8.8594,0.0,0.0,97.384,,,,18.666,59.183,5.0,5.0,5.0,5,,16,2021-09-05 16:00:00
41017,2021,9,5,17,32.068,9.4978,43.209,12.822,0.0,0.0,97.478,,,,23.076,67.314,5.0,5.0,5.0,5,,17,2021-09-05 17:00:00
41018,2021,9,5,18,29.765,11.907,36.893,8.4321,0.0,0.0,97.478,,,,18.497,58.854,5.0,5.0,5.0,5,,18,2021-09-05 18:00:00
41019,2021,9,5,19,28.075,13.927,32.686,0.98042,0.0,0.0,97.468,,,,12.69,46.549,5.0,5.0,5.0,5,,19,2021-09-05 19:00:00
41020,2021,9,5,20,26.993,15.094,30.28,6.0442,0.0,0.0,97.42,,,,16.275,54.393,5.0,5.0,5.0,5,,20,2021-09-05 20:00:00
41021,2021,9,5,21,25.007,17.458,26.169,11.726,0.0,0.0,97.284,,,,21.282,64.103,5.0,5.0,5.0,5,,21,2021-09-05 21:00:00
41022,2021,9,5,22,24.914,15.562,26.62,15.013,0.0,0.0,97.202,,,,24.842,70.359,5.0,5.0,5.0,5,,22,2021-09-05 22:00:00
41023,2021,9,5,23,24.987,15.516,26.758,18.273,0.0,0.0,97.125,,,,28.979,77.111,5.0,5.0,5.0,5,,23,2021-09-05 23:00:00
41024,2021,9,6,0,23.921,16.536,24.797,14.521,0.0,0.0,97.023,,,,23.66,68.332,5.0,5.0,5.0,5,,00,2021-09-06 00:00:00
41025,2021,9,6,1,24.883,15.529,26.592,12.257,0.0,0.0,96.97,,,,20.96,63.514,5.0,5.0,5.0,5,,01,2021-09-06 01:00:00
41026,2021,9,6,2,24.004,16.279,25.004,14.851,0.0,0.0,96.889,,,,23.631,68.282,5.0,5.0,5.0,5,,02,2021-09-06 02:00:00
41027,2021,9,6,3,25.153,14.376,27.374,9.0224,0.0,0.0,96.878,,,,17.59,57.064,5.0,5.0,5.0,5,,03,2021-09-06 03:00:00
41028,2021,9,6,4,23.874,16.598,24.716,9.2459,0.0,0.0,96.807,,,,17.621,57.126,5.0,5.0,5.0,5,,04,2021-09-06 04:00:00
41029,2021,9,6,5,23.241,16.982,23.672,9.0511,0.0,0.0,96.727,,,,17.263,56.41,5.0,5.0,5.0,5,,05,2021-09-06 05:00:00
41030,2021,9,6,6,23.209,17.126,23.617,10.604,0.0,0.0,96.647,,,,18.469,58.799,5.0,5.0,5.0,5,,06,2021-09-06 06:00:00
41031,2021,9,6,7,25.392,14.277,27.826,9.2619,0.0,0.0,96.647,,,,17.261,56.406,5.0,5.0,5.0,5,,07,2021-09-06 07:00:00
41032,2021,9,6,8,28.219,12.573,33.502,0.0,0.0,0.0,96.647,,,,10.824,42.062,5.0,5.0,5.0,5,,08,2021-09-06 08:00:00
41033,2021,9,6,9,30.047,9.9415,38.311,1.7419,0.0,0.0,96.783,,,,12.035,45.011,5.0,5.0,5.0,5,,09,2021-09-06 09:00:00
41034,2021,9,6,10,31.203,9.3747,41.219,6.2193,0.0,0.0,96.978,,,,15.48,52.73,5.0,5.0,5.0,5,,10,2021-09-06 10:00:00
41035,2021,9,6,11,33.047,8.4209,46.188,6.9512,0.0,0.0,97.25,,,,16.655,55.175,5.0,5.0,5.0,5,,11,2021-09-06 11:00:00
41036,2021,9,6,12,34.206,8.3306,49.357,10.144,0.0,0.0,97.518,811.38,1212.2,800.1,20.272,62.239,5.0,5.0,5.0,5,,12,2021-09-06 12:00:00
41037,2021,9,6,13,35.889,7.7305,54.502,8.6942,0.0,0.0,97.81,,,,19.588,60.952,5.0,5.0,5.0,5,,13,2021-09-06 13:00:00
41038,2021,9,6,14,34.991,8.7119,51.312,11.43,0.0,0.0,97.943,,,,22.88,66.968,5.0,5.0,5.0,5,,14,2021-09-06 14:00:00
41039,2021,9,6,15,34.999,8.7262,51.328,17.249,0.0,0.0,98.046,,,,31.096,80.386,5.0,5.0,5.0,5,,15,2021-09-06 15:00:00
41040,2021,9,6,16,35.058,8.6965,51.505,10.507,0.0,0.0,98.117,,,,22.349,66.027,5.0,5.0,5.0,5,,16,2021-09-06 16:00:00
41041,2021,9,6,17,33.794,9.3329,47.708,5.5797,0.0,0.0,98.117,,,,17.436,56.756,5.0,5.0,5.0,5,,17,2021-09-06 17:00:00
41042,2021,9,6,18,32.006,10.46,42.572,6.2192,0.0,0.0,98.117,,,,18.007,57.892,5.0,5.0,5.0,5,,18,2021-09-06 18:00:00
41043,2021,9,6,19,29.838,11.855,37.093,0.0,0.0,0.0,98.113,,,,13.155,47.621,5.0,5.0,5.0,5,,19,2021-09-06 19:00:00
41044,2021,9,6,20,28.99,12.241,35.145,0.0,0.0,0.0,98.103,,,,13.138,47.58,5.0,5.0,5.0,5,,20,2021-09-06 20:00:00
41045,2021,9,6,21,29.127,13.353,34.957,5.5437,0.0,0.0,98.063,,,,17.279,56.442,5.0,5.0,5.0,5,,21,2021-09-06 21:00:00
41046,2021,9,6,22,27.861,15.406,31.743,10.438,0.0,0.0,97.954,,,,21.797,65.037,5.0,5.0,5.0,5,,22,2021-09-06 22:00:00
41047,2021,9,6,23,27.128,15.622,30.334,8.7141,0.0,0.0,97.848,,,,19.705,61.173,5.0,5.0,5.0,5,,23,2021-09-06 23:00:00
41048,2021,9,7,0,25.615,18.579,26.773,10.672,0.0,0.0,97.649,,,,21.183,63.922,5.0,5.0,5.0,5,,00,2021-09-07 00:00:00
41049,2021,9,7,1,26.991,18.878,28.92,0.0,0.0,0.0,97.576,,,,12.253,45.528,5.0,5.0,5.0,5,,01,2021-09-07 01:00:00
